date,home,away,home_goals,away_goals
2019-03-03,Eibar,Celta,1,0
2019-03-04,Leganes,Levante,1,0
2019-03-08,Atletico de Bilbao,Espanol,1,1
2019-03-09,Alaves,Eibar,1,1
2019-03-09,Atletico de Madrid,Leganes,1,0
2019-03-09,Barcelona,Rayo Vallecano,3,1
2019-03-09,Getafe,Huesca,2,1
2019-03-10,Levante,Villarreal,0,2
2019-03-10,Celta,Betis,0,1
2019-03-10,Valladolid,Real Madrid,1,4
2019-03-10,Sevilla,Real Sociedad,5,2
2019-03-10,Girona,Valencia,2,3
2019-03-15,Real Sociedad,Levante,1,1
2019-03-16,Huesca,Alaves,1,3
2019-03-16,Real Madrid,Celta,2,0
2019-03-16,Atletico de Bilbao,Atletico de Madrid,2,0
2019-03-16,Leganes,Girona,0,2
2019-03-17,Valencia,Getafe,0,0
2019-03-17,Betis,Barcelona,1,4
2019-03-17,Espanol,Sevilla,0,1
2019-03-17,Eibar,Valladolid,1,2
2019-03-17,Villarreal,Rayo Vallecano,3,1
2019-03-29,Girona,Atletico de Bilbao,1,2
2019-03-30,Getafe,Leganes,0,2
2019-03-30,Barcelona,Espanol,2,0
2019-03-30,Alaves,Atletico de Madrid,0,4
2019-03-30,Celta,Villarreal,3,2
2019-03-31,Sevilla,Valencia,0,1
2019-03-31,Valladolid,Real Sociedad,1,1
2019-03-31,Rayo Vallecano,Betis,1,1
2019-03-31,Real Madrid,Huesca,3,2
2019-03-31,Levante,Eibar,2,2
2019-04-02,Atletico de Madrid,Girona,2,0
2019-04-02,Espanol,Getafe,1,1
2019-04-02,Villarreal,Barcelona,4,4
2019-04-03,Valencia,Real Madrid,2,1
2019-04-03,Eibar,Rayo Vallecano,2,1
2019-04-03,Huesca,Celta,3,3
2019-04-03,Atletico de Bilbao,Levante,3,2
2019-04-04,Leganes,Valladolid,1,0
2019-04-04,Sevilla,Alaves,2,0
2019-04-04,Real Sociedad,Betis,2,1
2019-04-06,Rayo Vallecano,Valencia,2,0
2019-04-06,Real Madrid,Eibar,2,1
2019-04-06,Girona,Espanol,1,2
2019-04-06,Barcelona,Atletico de Madrid,2,0
2019-04-07,Celta,Real Sociedad,3,1
2019-04-07,Alaves,Leganes,1,1
2019-04-07,Betis,Villarreal,2,1
2019-04-07,Levante,Huesca,2,2
2019-04-07,Getafe,Atletico de Bilbao,1,0
2019-04-07,Valladolid,Sevilla,0,2
2019-04-13,Sevilla,Betis,3,2
2019-04-13,Huesca,Barcelona,0,0
2019-04-13,Atletico de Madrid,Celta,2,0
2019-04-13,Espanol,Alaves,2,1
2019-04-14,Valladolid,Getafe,2,2
2019-04-14,Atletico de Bilbao,Rayo Vallecano,3,2
2019-04-14,Girona,Villarreal,0,1
2019-04-14,Real Sociedad,Eibar,1,1
2019-04-14,Valencia,Levante,3,1
2019-04-15,Leganes,Real Madrid,1,1
2019-04-19,Alaves,Valladolid,2,2
2019-04-20,Eibar,Atletico de Madrid,0,1
2019-04-20,Celta,Girona,2,1
2019-04-20,Rayo Vallecano,Huesca,0,0
2019-04-20,Barcelona,Real Sociedad,2,1
2019-04-21,Betis,Valencia,1,2
2019-04-21,Real Madrid,Atletico de Bilbao,3,0
2019-04-21,Levante,Espanol,2,2
2019-04-21,Villarreal,Leganes,2,1
2019-04-21,Getafe,Sevilla,3,0
2019-04-23,Valladolid,Girona,1,0
2019-04-23,Huesca,Eibar,2,0
2019-04-23,Alaves,Barcelona,0,2
2019-04-24,Levante,Betis,4,0
2019-04-24,Leganes,Atletico de Bilbao,0,1
2019-04-24,Atletico de Madrid,Valencia,3,2
2019-04-24,Espanol,Celta,1,1
2019-04-25,Sevilla,Rayo Vallecano,5,0
2019-04-25,Real Sociedad,Villarreal,0,1
2019-04-25,Getafe,Real Madrid,0,0
2019-04-27,Atletico de Madrid,Valladolid,1,0
2019-04-27,Barcelona,Levante,1,0
2019-04-27,Atletico de Bilbao,Alaves,1,1
2019-04-27,Leganes,Celta,0,0
2019-04-28,Valencia,Eibar,0,1
2019-04-28,Girona,Sevilla,1,0
2019-04-28,Rayo Vallecano,Real Madrid,1,0
2019-04-28,Real Sociedad,Getafe,2,1
2019-04-28,Villarreal,Huesca,1,1
2019-04-29,Betis,Espanol,1,1
2019-05-03,Sevilla,Leganes,0,3
2019-05-04,Levante,Rayo Vallecano,4,1
2019-05-04,Celta,Barcelona,2,0
2019-05-04,Espanol,Atletico de Madrid,3,0
2019-05-04,Alaves,Real Sociedad,0,1
2019-05-05,Real Madrid,Villarreal,3,2
2019-05-05,Getafe,Girona,2,0
2019-05-05,Huesca,Valencia,2,6
2019-05-05,Valladolid,Atletico de Bilbao,1,0
2019-05-05,Eibar,Betis,1,0
2019-05-12,Atletico de Bilbao,Celta,3,1
2019-05-12,Atletico de Madrid,Sevilla,1,1
2019-05-12,Rayo Vallecano,Valladolid,1,2
2019-05-12,Real Sociedad,Real Madrid,3,1
2019-05-12,Leganes,Espanol,0,2
2019-05-12,Villarreal,Eibar,1,0
2019-05-12,Valencia,Alaves,3,1
2019-05-12,Barcelona,Getafe,2,0
2019-05-12,Girona,Levante,1,2
2019-05-12,Betis,Huesca,2,1
2019-05-18,Valladolid,Valencia,0,2
2019-05-18,Levante,Atletico de Madrid,2,2
2019-05-18,Sevilla,Atletico de Bilbao,2,0
2019-05-18,Alaves,Girona,2,1
2019-05-18,Getafe,Villarreal,2,2
2019-05-18,Espanol,Real Sociedad,2,0
2019-05-18,Celta,Rayo Vallecano,2,2
2019-05-18,Huesca,Leganes,2,1
2019-05-19,Real Madrid,Betis,0,2
2019-05-19,Eibar,Barcelona,2,2
2019-08-16,Atletico de Bilbao,Barcelona,1,0
2019-08-17,Celta,Real Madrid,1,3
2019-08-17,Valencia,Real Sociedad,1,1
2019-08-17,Leganes,Osasuna,0,1
2019-08-17,Villarreal,Granada,4,4
2019-08-17,Mallorca,Eibar,2,1
2019-08-18,Atletico de Madrid,Getafe,1,0
2019-08-18,Espanol,Sevilla,0,2
2019-08-18,Alaves,Levante,1,0
2019-08-18,Betis,Valladolid,1,2
2019-08-23,Granada,Sevilla,0,1
2019-08-23,Levante,Villarreal,2,1
2019-08-24,Getafe,Atletico de Bilbao,1,1
2019-08-24,Osasuna,Eibar,0,0
2019-08-24,Real Madrid,Valladolid,1,1
2019-08-24,Celta,Valencia,1,0
2019-08-25,Mallorca,Real Sociedad,0,1
2019-08-25,Barcelona,Betis,5,2
2019-08-25,Alaves,Espanol,0,0
2019-08-25,Leganes,Atletico de Madrid,0,1
2019-08-30,Sevilla,Celta,1,1
2019-08-30,Atletico de Bilbao,Real Sociedad,2,0
2019-08-31,Levante,Valladolid,2,0
2019-08-31,Getafe,Alaves,1,1
2019-08-31,Osasuna,Barcelona,2,2
2019-08-31,Betis,Leganes,2,1
2019-09-01,Valencia,Mallorca,2,0
2019-09-01,Espanol,Granada,0,3
2019-09-01,Villarreal,Real Madrid,2,2
2019-09-01,Atletico de Madrid,Eibar,3,2
2019-09-13,Mallorca,Atletico de Bilbao,0,0
2019-09-14,Barcelona,Valencia,5,2
2019-09-14,Leganes,Villarreal,0,3
2019-09-14,Real Madrid,Levante,3,2
2019-09-14,Real Sociedad,Atletico de Madrid,2,0
2019-09-15,Valladolid,Osasuna,1,1
2019-09-15,Celta,Granada,0,2
2019-09-15,Betis,Getafe,1,1
2019-09-15,Alaves,Sevilla,0,1
2019-09-15,Eibar,Espanol,1,2
2019-09-20,Osasuna,Betis,0,0
2019-09-21,Villarreal,Valladolid,2,0
2019-09-21,Granada,Barcelona,2,0
2019-09-21,Atletico de Madrid,Celta,0,0
2019-09-21,Levante,Eibar,0,0
2019-09-22,Getafe,Mallorca,4,2
2019-09-22,Espanol,Real Sociedad,1,3
2019-09-22,Atletico de Bilbao,Alaves,2,0
2019-09-22,Valencia,Leganes,1,1
2019-09-22,Sevilla,Real Madrid,0,1
2019-09-24,Valladolid,Granada,1,1
2019-09-24,Barcelona,Villarreal,2,1
2019-09-24,Betis,Levante,3,1
2019-09-25,Leganes,Atletico de Bilbao,1,1
2019-09-25,Valencia,Getafe,3,3
2019-09-25,Mallorca,Atletico de Madrid,0,2
2019-09-25,Real Madrid,Osasuna,2,0
2019-09-26,Real Sociedad,Alaves,3,0
2019-09-26,Eibar,Sevilla,3,2
2019-09-26,Celta,Espanol,1,1
2019-09-27,Villarreal,Betis,5,1
2019-09-28,Atletico de Madrid,Real Madrid,0,0
2019-09-28,Getafe,Barcelona,0,2
2019-09-28,Atletico de Bilbao,Valencia,0,1
2019-09-28,Granada,Leganes,1,0
2019-09-29,Espanol,Valladolid,0,2
2019-09-29,Eibar,Celta,2,0
2019-09-29,Sevilla,Real Sociedad,3,2
2019-09-29,Levante,Osasuna,1,1
2019-09-29,Alaves,Mallorca,2,0
2019-10-04,Betis,Eibar,1,1
2019-10-05,Osasuna,Villarreal,2,1
2019-10-05,Real Madrid,Granada,4,2
2019-10-05,Valencia,Alaves,2,1
2019-10-05,Leganes,Levante,1,2
2019-10-06,Valladolid,Atletico de Madrid,0,0
2019-10-06,Barcelona,Sevilla,4,0
2019-10-06,Celta,Atletico de Bilbao,1,0
2019-10-06,Mallorca,Espanol,2,0
2019-10-06,Real Sociedad,Getafe,1,2
2019-10-18,Granada,Osasuna,1,0
2019-10-19,Getafe,Leganes,2,0
2019-10-19,Mallorca,Real Madrid,1,0
2019-10-19,Atletico de Madrid,Valencia,1,1
2019-10-19,Eibar,Barcelona,0,3
2019-10-20,Real Sociedad,Betis,3,1
2019-10-20,Espanol,Villarreal,0,1
2019-10-20,Alaves,Celta,2,0
2019-10-20,Atletico de Bilbao,Valladolid,1,1
2019-10-20,Sevilla,Levante,1,0
2019-10-25,Villarreal,Alaves,4,1
2019-10-26,Valladolid,Eibar,2,0
2019-10-26,Atletico de Madrid,Atletico de Bilbao,2,0
2019-10-26,Leganes,Mallorca,1,0
2019-10-27,Celta,Real Sociedad,0,1
2019-10-27,Sevilla,Getafe,2,0
2019-10-27,Osasuna,Valencia,3,1
2019-10-27,Levante,Espanol,0,1
2019-10-27,Granada,Betis,1,0
2019-10-29,Alaves,Atletico de Madrid,1,1
2019-10-29,Barcelona,Valladolid,5,1
2019-10-30,Valencia,Sevilla,1,1
2019-10-30,Real Madrid,Leganes,5,0
2019-10-30,Real Sociedad,Levante,1,2
2019-10-30,Atletico de Bilbao,Espanol,3,0
2019-10-30,Betis,Celta,2,1
2019-10-31,Mallorca,Osasuna,2,2
2019-10-31,Getafe,Granada,3,1
2019-10-31,Eibar,Villarreal,2,1
2019-11-02,Levante,Barcelona,3,1
2019-11-02,Real Madrid,Betis,0,0
2019-11-02,Espanol,Valencia,1,2
2019-11-02,Sevilla,Atletico de Madrid,1,1
2019-11-03,Villarreal,Atletico de Bilbao,0,0
2019-11-03,Granada,Real Sociedad,1,2
2019-11-03,Celta,Getafe,0,1
2019-11-03,Osasuna,Alaves,4,2
2019-11-03,Leganes,Eibar,1,2
2019-11-03,Valladolid,Mallorca,3,0
2019-11-08,Real Sociedad,Leganes,1,1
2019-11-09,Valencia,Granada,2,0
2019-11-09,Eibar,Real Madrid,0,4
2019-11-09,Barcelona,Celta,4,1
2019-11-09,Alaves,Valladolid,3,0
2019-11-10,Mallorca,Villarreal,3,1
2019-11-10,Atletico de Madrid,Espanol,3,1
2019-11-10,Atletico de Bilbao,Levante,2,1
2019-11-10,Betis,Sevilla,1,2
2019-11-10,Getafe,Osasuna,0,0
2019-11-22,Levante,Mallorca,2,1
2019-11-23,Real Madrid,Real Sociedad,3,1
2019-11-23,Leganes,Barcelona,1,2
2019-11-23,Granada,Atletico de Madrid,1,1
2019-11-23,Betis,Valencia,2,1
2019-11-24,Osasuna,Atletico de Bilbao,1,2
2019-11-24,Villarreal,Celta,1,3
2019-11-24,Valladolid,Sevilla,0,1
2019-11-24,Eibar,Alaves,0,2
2019-11-24,Espanol,Getafe,1,1
2019-11-29,Celta,Valladolid,0,0
2019-11-30,Alaves,Real Madrid,1,2
2019-11-30,Valencia,Villarreal,2,1
2019-11-30,Mallorca,Betis,1,2
2019-11-30,Real Sociedad,Eibar,4,1
2019-12-01,Sevilla,Leganes,1,0
2019-12-01,Espanol,Osasuna,2,4
2019-12-01,Getafe,Levante,4,0
2019-12-01,Atletico de Bilbao,Granada,2,0
2019-12-01,Atletico de Madrid,Barcelona,0,1
2019-12-06,Villarreal,Atletico de Madrid,0,0
2019-12-07,Granada,Alaves,3,0
2019-12-07,Levante,Valencia,2,4
2019-12-07,Real Madrid,Espanol,2,0
2019-12-07,Barcelona,Mallorca,5,2
2019-12-08,Valladolid,Real Sociedad,0,0
2019-12-08,Eibar,Getafe,0,1
2019-12-08,Leganes,Celta,3,2
2019-12-08,Betis,Atletico de Bilbao,3,2
2019-12-08,Osasuna,Sevilla,1,1
2019-12-13,Alaves,Leganes,1,1
2019-12-14,Atletico de Bilbao,Eibar,0,0
2019-12-14,Atletico de Madrid,Osasuna,2,0
2019-12-14,Granada,Levante,1,2
2019-12-14,Real Sociedad,Barcelona,2,2
2019-12-15,Getafe,Valladolid,2,0
2019-12-15,Valencia,Real Madrid,1,1
2019-12-15,Celta,Mallorca,2,2
2019-12-15,Sevilla,Villarreal,1,2
2019-12-15,Espanol,Betis,2,2
2019-12-18,Barcelona,Real Madrid,0,0
2019-12-20,Eibar,Granada,3,0
2019-12-21,Villarreal,Getafe,1,0
2019-12-21,Mallorca,Sevilla,0,2
2019-12-21,Barcelona,Alaves,4,1
2019-12-21,Valladolid,Valencia,1,1
2019-12-22,Leganes,Espanol,2,0
2019-12-22,Osasuna,Real Sociedad,3,4
2019-12-22,Real Madrid,Atletico de Bilbao,0,0
2019-12-22,Levante,Celta,3,1
2019-12-22,Betis,Atletico de Madrid,1,2
2020-01-03,Valladolid,Leganes,2,2
2020-01-03,Sevilla,Atletico de Bilbao,1,1
2020-01-04,Espanol,Barcelona,2,2
2020-01-04,Atletico de Madrid,Levante,2,1
2020-01-04,Valencia,Eibar,1,0
2020-01-04,Getafe,Real Madrid,0,3
2020-01-05,Alaves,Betis,1,1
2020-01-05,Celta,Osasuna,1,1
2020-01-05,Granada,Mallorca,1,0
2020-01-05,Real Sociedad,Villarreal,1,2
2020-01-17,Leganes,Getafe,0,3
2020-01-18,Real Madrid,Sevilla,2,1
2020-01-18,Eibar,Atletico de Madrid,2,0
2020-01-18,Levante,Alaves,0,1
2020-01-18,Osasuna,Valladolid,0,0
2020-01-19,Atletico de Bilbao,Celta,1,1
2020-01-19,Villarreal,Espanol,1,2
2020-01-19,Mallorca,Valencia,4,1
2020-01-19,Betis,Real Sociedad,3,0
2020-01-19,Barcelona,Granada,1,0
2020-01-24,Osasuna,Levante,2,0
2020-01-25,Valencia,Barcelona,2,0
2020-01-25,Alaves,Villarreal,1,2
2020-01-25,Espanol,Atletico de Bilbao,1,1
2020-01-25,Sevilla,Granada,2,0
2020-01-26,Valladolid,Real Madrid,0,1
2020-01-26,Atletico de Madrid,Leganes,0,0
2020-01-26,Celta,Eibar,0,0
2020-01-26,Getafe,Betis,1,0
2020-01-26,Real Sociedad,Mallorca,3,0
2020-02-01,Granada,Espanol,2,1
2020-02-01,Mallorca,Valladolid,0,1
2020-02-01,Real Madrid,Atletico de Madrid,1,0
2020-02-01,Valencia,Celta,1,0
2020-02-02,Leganes,Real Sociedad,2,1
2020-02-02,Sevilla,Alaves,1,1
2020-02-02,Barcelona,Levante,2,1
2020-02-02,Eibar,Betis,1,1
2020-02-02,Villarreal,Osasuna,3,1
2020-02-02,Atletico de Bilbao,Getafe,0,2
2020-02-07,Alaves,Eibar,2,1
2020-02-08,Valladolid,Villarreal,1,1
2020-02-08,Getafe,Valencia,3,0
2020-02-08,Levante,Leganes,2,0
2020-02-08,Atletico de Madrid,Granada,1,0
2020-02-09,Betis,Barcelona,2,3
2020-02-09,Celta,Sevilla,2,1
2020-02-09,Espanol,Mallorca,1,0
2020-02-09,Osasuna,Real Madrid,1,4
2020-02-09,Real Sociedad,Atletico de Bilbao,2,1
2020-02-14,Valencia,Atletico de Madrid,2,2
2020-02-15,Mallorca,Alaves,1,0
2020-02-15,Barcelona,Getafe,2,1
2020-02-15,Granada,Valladolid,2,1
2020-02-15,Villarreal,Levante,2,1
2020-02-16,Real Madrid,Celta,2,2
2020-02-16,Leganes,Betis,0,0
2020-02-16,Sevilla,Espanol,2,2
2020-02-16,Atletico de Bilbao,Osasuna,0,1
2020-02-21,Betis,Mallorca,3,3
2020-02-22,Celta,Leganes,1,0
2020-02-22,Levante,Real Madrid,1,0
2020-02-22,Barcelona,Eibar,5,0
2020-02-22,Real Sociedad,Valencia,3,0
2020-02-23,Alaves,Atletico de Bilbao,2,1
2020-02-23,Valladolid,Espanol,2,1
2020-02-23,Osasuna,Granada,0,3
2020-02-23,Getafe,Sevilla,0,3
2020-02-23,Atletico de Madrid,Villarreal,3,1
2020-02-28,Real Sociedad,Valladolid,1,0
2020-02-29,Granada,Celta,0,0
2020-02-29,Leganes,Alaves,1,1
2020-02-29,Valencia,Betis,2,1
2020-02-29,Eibar,Levante,3,0
2020-03-01,Espanol,Atletico de Madrid,1,1
2020-03-01,Sevilla,Osasuna,3,2
2020-03-01,Real Madrid,Barcelona,2,0
2020-03-01,Mallorca,Getafe,0,1
2020-03-01,Atletico de Bilbao,Villarreal,1,0
2020-03-06,Alaves,Valencia,1,1
2020-03-07,Eibar,Mallorca,1,2
2020-03-07,Atletico de Madrid,Sevilla,2,2
2020-03-07,Barcelona,Real Sociedad,1,0
2020-03-07,Getafe,Celta,0,0
2020-03-08,Valladolid,Atletico de Bilbao,1,4
2020-03-08,Villarreal,Leganes,1,2
2020-03-08,Osasuna,Espanol,1,0
2020-03-08,Levante,Granada,1,1
2020-03-08,Betis,Real Madrid,2,1
2020-03-10,Eibar,Real Sociedad,1,2
2020-06-11,Sevilla,Betis,2,0
2020-06-12,Valencia,Levante,1,1
2020-06-12,Granada,Getafe,2,1
2020-06-13,Celta,Villarreal,0,1
2020-06-13,Espanol,Alaves,2,0
2020-06-13,Leganes,Valladolid,1,2
2020-06-13,Mallorca,Barcelona,0,4
2020-06-14,Real Madrid,Eibar,3,1
2020-06-14,Atletico de Bilbao,Atletico de Madrid,1,1
2020-06-14,Real Sociedad,Osasuna,1,1
2020-06-15,Levante,Sevilla,1,1
2020-06-15,Betis,Granada,2,2
2020-06-16,Getafe,Espanol,0,0
2020-06-16,Villarreal,Mallorca,1,0
2020-06-16,Barcelona,Leganes,2,0
2020-06-17,Eibar,Atletico de Bilbao,2,2
2020-06-17,Valladolid,Celta,0,0
2020-06-17,Osasuna,Atletico de Madrid,0,5
2020-06-18,Alaves,Real Sociedad,2,0
2020-06-18,Real Madrid,Valencia,3,0
2020-06-19,Granada,Villarreal,0,1
2020-06-19,Sevilla,Barcelona,0,0
2020-06-19,Mallorca,Leganes,1,1
2020-06-20,Espanol,Levante,1,3
2020-06-20,Atletico de Madrid,Valladolid,1,0
2020-06-20,Atletico de Bilbao,Betis,1,0
2020-06-20,Getafe,Eibar,1,1
2020-06-21,Real Sociedad,Real Madrid,1,2
2020-06-21,Valencia,Osasuna,2,0
2020-06-21,Celta,Alaves,6,0
2020-06-22,Leganes,Granada,0,0
2020-06-22,Villarreal,Sevilla,2,2
2020-06-23,Levante,Atletico de Madrid,0,1
2020-06-23,Valladolid,Getafe,1,1
2020-06-23,Barcelona,Atletico de Bilbao,1,0
2020-06-24,Alaves,Osasuna,0,1
2020-06-24,Real Madrid,Mallorca,2,0
2020-06-24,Real Sociedad,Celta,0,1
2020-06-25,Betis,Espanol,1,0
2020-06-25,Eibar,Valencia,1,0
2020-06-26,Sevilla,Valladolid,1,1
2020-06-27,Atletico de Madrid,Alaves,2,1
2020-06-27,Atletico de Bilbao,Mallorca,3,1
2020-06-27,Osasuna,Leganes,2,1
2020-06-27,Celta,Barcelona,2,2
2020-06-28,Villarreal,Valencia,2,0
2020-06-28,Levante,Betis,4,2
2020-06-28,Granada,Eibar,1,2
2020-06-28,Espanol,Real Madrid,0,1
2020-06-29,Getafe,Real Sociedad,2,1
2020-06-30,Mallorca,Celta,5,1
2020-06-30,Leganes,Sevilla,0,3
2020-06-30,Barcelona,Atletico de Madrid,2,2
2020-07-01,Betis,Villarreal,0,2
2020-07-01,Valladolid,Levante,0,0
2020-07-01,Alaves,Granada,0,2
2020-07-01,Valencia,Atletico de Bilbao,0,2
2020-07-02,Real Madrid,Getafe,1,0
2020-07-02,Eibar,Osasuna,0,2
2020-07-02,Real Sociedad,Espanol,2,1
2020-07-03,Atletico de Madrid,Mallorca,3,0
2020-07-04,Celta,Betis,1,1
2020-07-04,Granada,Valencia,2,2
2020-07-04,Valladolid,Alaves,1,0
2020-07-05,Villarreal,Barcelona,1,4
2020-07-05,Espanol,Leganes,0,1
2020-07-05,Atletico de Bilbao,Real Madrid,0,1
2020-07-05,Osasuna,Getafe,0,0
2020-07-06,Levante,Real Sociedad,1,1
2020-07-06,Sevilla,Eibar,1,0
2020-07-07,Valencia,Valladolid,2,1
2020-07-07,Celta,Atletico de Madrid,1,1
2020-07-08,Betis,Osasuna,3,0
2020-07-08,Getafe,Villarreal,1,3
2020-07-08,Barcelona,Espanol,1,0
2020-07-09,Eibar,Leganes,0,0
2020-07-09,Atletico de Bilbao,Sevilla,1,2
2020-07-09,Mallorca,Levante,2,0
2020-07-10,Real Madrid,Alaves,2,0
2020-07-10,Real Sociedad,Granada,2,3
2020-07-11,Osasuna,Celta,2,1
2020-07-11,Valladolid,Barcelona,0,1
2020-07-11,Atletico de Madrid,Betis,1,0
2020-07-12,Sevilla,Mallorca,2,0
2020-07-12,Levante,Atletico de Bilbao,1,2
2020-07-12,Leganes,Valencia,1,0
2020-07-12,Espanol,Eibar,0,2
2020-07-13,Alaves,Getafe,0,0
2020-07-13,Granada,Real Madrid,1,2
2020-07-13,Villarreal,Real Sociedad,1,2
2020-07-16,Real Madrid,Villarreal,2,1
2020-07-16,Real Sociedad,Sevilla,0,0
2020-07-16,Valencia,Espanol,1,0
2020-07-16,Eibar,Valladolid,3,1
2020-07-16,Mallorca,Granada,1,2
2020-07-16,Celta,Levante,2,3
2020-07-16,Betis,Alaves,1,2
2020-07-16,Barcelona,Osasuna,1,2
2020-07-16,Atletico de Bilbao,Leganes,0,2
2020-07-16,Getafe,Atletico de Madrid,0,2
2020-07-19,Villarreal,Eibar,4,0
2020-07-19,Alaves,Barcelona,0,5
2020-07-19,Sevilla,Valencia,1,0
2020-07-19,Osasuna,Mallorca,2,2
2020-07-19,Levante,Getafe,1,0
2020-07-19,Leganes,Real Madrid,2,2
2020-07-19,Granada,Atletico de Bilbao,4,0
2020-07-19,Espanol,Celta,0,0
2020-07-19,Atletico de Madrid,Real Sociedad,1,1
2020-07-19,Valladolid,Betis,2,0
2020-09-12,Eibar,Celta,0,0
2020-09-12,Cadiz,Osasuna,0,2
2020-09-12,Granada,Atletico de Bilbao,2,0
2020-09-13,Valladolid,Real Sociedad,1,1
2020-09-13,Villarreal,Huesca,1,1
2020-09-13,Valencia,Levante,4,2
2020-09-13,Alaves,Betis,0,1
2020-09-19,Villarreal,Eibar,2,1
2020-09-19,Getafe,Osasuna,1,0
2020-09-19,Celta,Valencia,2,1
2020-09-20,Real Sociedad,Real Madrid,0,0
2020-09-20,Huesca,Cadiz,0,2
2020-09-20,Betis,Valladolid,2,0
2020-09-20,Granada,Alaves,2,1
